PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_489	XII	5638	5971	+	210	NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	199	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
SPT5_T0_R1_peak_715	XV	978381	979642	+	206	NA	promoter-TSS (YOR344C)	protein_coding-promoter-TSS (YOR344C)	-942	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
SPT5_T0_R1_peak_717	XV	987379	988687	+	205	NA	exon (YOR348C, exon 1 of 1)	protein_coding-exon (YOR348C, exon 1 of 1)	749	YOR348C	YOR348C	YOR348C			PUT4			protein_coding
SPT5_T0_R1_peak_606	XIV	6594	7194	+	200	NA	promoter-TSS (YNL337W)	protein_coding-promoter-TSS (YNL337W)	-271	YNL337W	YNL337W	YNL337W			YNL337W			protein_coding
SPT5_T0_R1_peak_229	V	140478	141458	+	198	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-150	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
SPT5_T0_R1_peak_259	V	441761	442647	+	195	NA	promoter-TSS (YER137C)	protein_coding-promoter-TSS (YER137C)	217	SCR1	SCR1	SCR1			SCR1			ncRNA
SPT5_T0_R1_peak_267	V	569833	570714	+	193	NA	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-366	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
SPT5_T0_R1_peak_408	X	159723	160382	+	190	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-205	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T0_R1_peak_226	V	84799	85676	+	185	NA	promoter-TSS (YEL033W)	protein_coding-promoter-TSS (YEL033W)	308	YEL035C	YEL035C	YEL035C			UTR5			protein_coding
SPT5_T0_R1_peak_359	VII	1083868	1084476	+	183	NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-692	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
SPT5_T0_R1_peak_171	IV	1468603	1469464	+	180	NA	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-367	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
SPT5_T0_R1_peak_268	VI	4241	5296	+	174	NA	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-298	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
SPT5_T0_R1_peak_586	XIII	551306	551875	+	170	NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-338	YMR143W	YMR143W	YMR143W			RPS16A			protein_coding
SPT5_T0_R1_peak_508	XII	490577	491016	+	166	NA	TTS (YLR162W)	protein_coding-TTS (YLR162W)	390	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
SPT5_T0_R1_peak_149	IV	1164906	1165720	+	166	NA	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-653	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
SPT5_T0_R1_peak_666	XV	160854	161873	+	166	NA	promoter-TSS (YOL084W)	protein_coding-promoter-TSS (YOL084W)	-216	YOL085W-A	YOL085W-A	YOL085W-A			YOL085W-A			protein_coding
SPT5_T0_R1_peak_501	XII	369922	371287	+	163	NA	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	-187	YLR112W	YLR112W	YLR112W			YLR112W			protein_coding
SPT5_T0_R1_peak_550	XII	1064347	1065458	+	162	NA	Intergenic	Intergenic	-1054	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
SPT5_T0_R1_peak_605	XIII	923375	924296	+	162	NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-33	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
SPT5_T0_R1_peak_1	I	84	623	+	159	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	18	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
SPT5_T0_R1_peak_179	IX	68268	68767	+	159	NA	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-191	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
SPT5_T0_R1_peak_458	XI	258476	259164	+	158	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	93	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
SPT5_T0_R1_peak_192	IX	248766	249829	+	156	NA	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	447	tS(UGA)I	tS(UGA)I	tS(UGA)I			SUP17			tRNA
SPT5_T0_R1_peak_243	V	284447	285023	+	154	NA	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-513	YER064C	YER064C	YER064C			VHR2			protein_coding
SPT5_T0_R1_peak_303	VII	271338	272216	+	152	NA	promoter-TSS (YGL125W)	protein_coding-promoter-TSS (YGL125W)	-743	YGL125W	YGL125W	YGL125W			MET13			protein_coding
SPT5_T0_R1_peak_284	VI	224809	226860	+	152	NA	promoter-TSS (YFR034W-A)	protein_coding-promoter-TSS (YFR034W-A)	124	YFR034C	YFR034C	YFR034C			PHO4			protein_coding
SPT5_T0_R1_peak_504	XII	423924	424935	+	151	NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	746	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
SPT5_T0_R1_peak_747	XVI	425084	425689	+	151	NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	-290	YPL068C	YPL068C	YPL068C			YPL068C			protein_coding
SPT5_T0_R1_peak_288	VII	10	548	+	147	NA	Intergenic	Intergenic	-2511	YGL263W	YGL263W	YGL263W			COS12			protein_coding
SPT5_T0_R1_peak_310	VII	384639	385241	+	146	NA	promoter-TSS (YGL062W)	protein_coding-promoter-TSS (YGL062W)	-256	YGL062W	YGL062W	YGL062W			PYC1			protein_coding
SPT5_T0_R1_peak_29	II	164961	165549	+	146	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-483	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T0_R1_peak_652	XV	47	616	+	142	NA	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-254	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
SPT5_T0_R1_peak_440	X	745136	745629	+	142	NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-121	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
SPT5_T0_R1_peak_487	XI	665994	666598	+	141	NA	Intergenic	Intergenic	4854	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
SPT5_T0_R1_peak_704	XV	866634	867172	+	140	NA	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-195	YOR293W	YOR293W	YOR293W			RPS10A			protein_coding
SPT5_T0_R1_peak_227	V	117436	118103	+	140	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	266	RPR1	RPR1	RPR1			RPR1			ncRNA
SPT5_T0_R1_peak_173	IV	1489745	1491170	+	140	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-139	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
SPT5_T0_R1_peak_401	X	90157	90645	+	140	NA	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-304	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
SPT5_T0_R1_peak_59	II	555294	556178	+	140	NA	promoter-TSS (YBR158W)	protein_coding-promoter-TSS (YBR158W)	-813	YBR158W	YBR158W	YBR158W			AMN1			protein_coding
SPT5_T0_R1_peak_354	VII	987001	987616	+	139	NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-741	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
SPT5_T0_R1_peak_416	X	294415	295066	+	134	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-59	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
SPT5_T0_R1_peak_329	VII	625232	625554	+	132	NA	promoter-TSS (YGR067C)	protein_coding-promoter-TSS (YGR067C)	-607	YGR067C	YGR067C	YGR067C			YGR067C			protein_coding
SPT5_T0_R1_peak_51	II	426621	427079	+	132	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	208	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
SPT5_T0_R1_peak_639	XIV	559333	559988	+	131	NA	promoter-TSS (YNL036W)	protein_coding-promoter-TSS (YNL036W)	-154	YNL036W	YNL036W	YNL036W			NCE103			protein_coding
SPT5_T0_R1_peak_549	XII	1028091	1028754	+	130	NA	promoter-TSS (YLR447C)	protein_coding-promoter-TSS (YLR447C)	-432	YLR448W	YLR448W	YLR448W			RPL6B			protein_coding
SPT5_T0_R1_peak_225	V	68909	70353	+	130	NA	promoter-TSS (YEL043W)	protein_coding-promoter-TSS (YEL043W)	-126	YEL044W	YEL044W	YEL044W			IES6			protein_coding
SPT5_T0_R1_peak_438	X	703200	704102	+	130	NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-234	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
SPT5_T0_R1_peak_30	II	167952	168308	+	128	NA	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-292	YBL028C	YBL028C	YBL028C			YBL028C			protein_coding
SPT5_T0_R1_peak_532	XII	808971	809486	+	128	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-769	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T0_R1_peak_655	XV	27827	28075	+	127	NA	TTS (YOL155C)	protein_coding-TTS (YOL155C)	867	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
SPT5_T0_R1_peak_93	III	315825	316508	+	127	NA	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	22	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
SPT5_T0_R1_peak_14	I	180943	181463	+	127	NA	promoter-TSS (tL(CAA)A)	tRNA-promoter-TSS (tL(CAA)A)	62	tL(CAA)A	tL(CAA)A	tL(CAA)A			SUP56			tRNA
SPT5_T0_R1_peak_275	VI	90438	90903	+	126	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-316	YFL023W	YFL023W	YFL023W			BUD27			protein_coding
SPT5_T0_R1_peak_702	XV	836536	836996	+	123	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-335	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
SPT5_T0_R1_peak_242	V	280800	281476	+	123	NA	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-456	YER062C	YER062C	YER062C			GPP2			protein_coding
SPT5_T0_R1_peak_604	XIII	914760	915475	+	122	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-579	YMR319C	YMR319C	YMR319C			FET4			protein_coding
SPT5_T0_R1_peak_589	XIII	652960	654127	+	122	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	-407	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
SPT5_T0_R1_peak_283	VI	221458	222200	+	121	NA	promoter-TSS (YFR031C-A)	protein_coding-promoter-TSS (YFR031C-A)	115	RUF23	RUF23	RUF23			RUF23			ncRNA
SPT5_T0_R1_peak_771	XVI	828988	829399	+	121	NA	promoter-TSS (YPR149W)	protein_coding-promoter-TSS (YPR149W)	-725	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
SPT5_T0_R1_peak_750	XVI	502380	503024	+	120	NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	328	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
SPT5_T0_R1_peak_11	I	141646	142429	+	119	NA	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-137	YAL003W	YAL003W	YAL003W			EFB1			protein_coding
SPT5_T0_R1_peak_476	XI	518163	519306	+	119	NA	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-168	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
SPT5_T0_R1_peak_626	XIV	355342	355984	+	118	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-621	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
SPT5_T0_R1_peak_161	IV	1355708	1355948	+	117	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-237	YDR448W	YDR448W	YDR448W			ADA2			protein_coding
SPT5_T0_R1_peak_450	XI	99355	100157	+	117	NA	promoter-TSS (YKL182W)	protein_coding-promoter-TSS (YKL182W)	-915	YKL182W	YKL182W	YKL182W			FAS1			protein_coding
SPT5_T0_R1_peak_436	X	663013	663827	+	117	NA	promoter-TSS (YJR127C)	protein_coding-promoter-TSS (YJR127C)	-329	snR3	snR3	snR3			snR3			snoRNA
SPT5_T0_R1_peak_395	VIII	556388	557027	+	117	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	335	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
SPT5_T0_R1_peak_774	XVI	856860	857249	+	115	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	152	tA(AGC)P	tA(AGC)P	tA(AGC)P			tA(AGC)P			tRNA
SPT5_T0_R1_peak_372	VIII	126010	126324	+	115	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-354	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T0_R1_peak_295	VII	149083	149349	+	115	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-252	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
SPT5_T0_R1_peak_738	XVI	281532	282021	+	115	NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-259	snR17b	snR17b	snR17b			snR17b			snoRNA
SPT5_T0_R1_peak_55	II	477122	477485	+	115	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-368	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T0_R1_peak_7	I	68035	68820	+	115	NA	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-907	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
SPT5_T0_R1_peak_63	II	614173	614397	+	115	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-112	YBR196C-A	YBR196C-A	YBR196C-A			YBR196C-A			protein_coding
SPT5_T0_R1_peak_380	VIII	293195	294009	+	114	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	659	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T0_R1_peak_625	XIV	349859	350216	+	114	NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	-281	YNL149C	YNL149C	YNL149C			PGA2			protein_coding
SPT5_T0_R1_peak_609	XIV	63109	63508	+	113	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-365	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T0_R1_peak_9	I	70959	71408	+	113	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-603	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
SPT5_T0_R1_peak_162	IV	1359529	1359802	+	112	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-258	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
SPT5_T0_R1_peak_328	VII	609376	610310	+	112	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	259	snR48	snR48	snR48			snR48			snoRNA
SPT5_T0_R1_peak_571	XIII	287442	287802	+	111	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-457	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T0_R1_peak_291	VII	73787	74387	+	111	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-185	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
SPT5_T0_R1_peak_685	XV	505250	505795	+	111	NA	promoter-TSS (YOR096W)	protein_coding-promoter-TSS (YOR096W)	-272	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
SPT5_T0_R1_peak_745	XVI	406290	406501	+	111	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	103	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
SPT5_T0_R1_peak_339	VII	774330	774702	+	111	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	167	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
SPT5_T0_R1_peak_166	IV	1401382	1401700	+	111	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-229	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
SPT5_T0_R1_peak_337	VII	739039	739751	+	111	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	273	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T0_R1_peak_25	II	135746	136255	+	110	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	2	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
SPT5_T0_R1_peak_260	V	461918	462439	+	109	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-407	YER146W	YER146W	YER146W			LSM5			protein_coding
SPT5_T0_R1_peak_769	XVI	794627	794887	+	109	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-208	YPR132W	YPR132W	YPR132W			RPS23B			protein_coding
SPT5_T0_R1_peak_757	XVI	641255	641766	+	108	NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-698	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
SPT5_T0_R1_peak_520	XII	704291	704753	+	107	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	213	YLR279W	YLR279W	YLR279W			YLR279W			protein_coding
SPT5_T0_R1_peak_313	VII	413229	413568	+	105	NA	promoter-TSS (YGL045W)	protein_coding-promoter-TSS (YGL045W)	-704	YGL045W	YGL045W	YGL045W			RIM8			protein_coding
SPT5_T0_R1_peak_376	VIII	236174	236495	+	104	NA	promoter-TSS (YHR071W)	protein_coding-promoter-TSS (YHR071W)	178	YHR070C-A	YHR070C-A	YHR070C-A			YHR070C-A			protein_coding
SPT5_T0_R1_peak_758	XVI	645065	645855	+	104	NA	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-490	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
SPT5_T0_R1_peak_158	IV	1301022	1301485	+	104	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-363	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
SPT5_T0_R1_peak_578	XIII	388081	388539	+	104	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-66	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
SPT5_T0_R1_peak_707	XV	882122	882476	+	104	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-466	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
SPT5_T0_R1_peak_125	IV	599864	600632	+	104	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-545	YDR077W	YDR077W	YDR077W			SED1			protein_coding
SPT5_T0_R1_peak_248	V	335390	335781	+	103	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-342	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T0_R1_peak_335	VII	726511	726849	+	103	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-201	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
SPT5_T0_R1_peak_81	III	78147	78576	+	103	NA	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-442	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
SPT5_T0_R1_peak_572	XIII	306124	306932	+	103	NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-935	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
SPT5_T0_R1_peak_779	XVI	942472	942922	+	103	NA	promoter-TSS (YPR202W)	protein_coding-promoter-TSS (YPR202W)	-335	YPR202W	YPR202W	YPR202W			YPR202W			protein_coding
SPT5_T0_R1_peak_397	X	68897	69204	+	103	NA	promoter-TSS (YJL194W)	protein_coding-promoter-TSS (YJL194W)	-268	YJL196C	YJL196C	YJL196C			ELO1			protein_coding
SPT5_T0_R1_peak_46	II	378656	379231	+	103	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-510	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
SPT5_T0_R1_peak_409	X	195370	196148	+	103	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-528	YJL115W	YJL115W	YJL115W			ASF1			protein_coding
SPT5_T0_R1_peak_734	XVI	214290	215606	+	103	NA	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-986	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
SPT5_T0_R1_peak_722	XVI	40330	40787	+	103	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-485	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
SPT5_T0_R1_peak_710	XV	908522	909129	+	103	NA	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-518	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
SPT5_T0_R1_peak_434	X	646639	647243	+	103	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-185	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
SPT5_T0_R1_peak_84	III	123528	124004	+	103	NA	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	-118	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
SPT5_T0_R1_peak_544	XII	924553	924815	+	103	NA	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	-205	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
SPT5_T0_R1_peak_128	IV	769006	769591	+	102	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-227	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
SPT5_T0_R1_peak_402	X	115643	116599	+	102	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-111	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
SPT5_T0_R1_peak_485	XI	614695	615379	+	101	NA	promoter-TSS (YKR093W)	protein_coding-promoter-TSS (YKR093W)	-693	YKR093W	YKR093W	YKR093W			PTR2			protein_coding
SPT5_T0_R1_peak_770	XVI	821563	822484	+	100	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	291	snR45	snR45	snR45			snR45			snoRNA
SPT5_T0_R1_peak_579	XIII	408270	408881	+	100	NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	-579	YMR070W	YMR070W	YMR070W			MOT3			protein_coding
SPT5_T0_R1_peak_585	XIII	540194	540847	+	100	NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-464	YMR135C	YMR135C	YMR135C			GID8			protein_coding
SPT5_T0_R1_peak_85	III	137111	137744	+	100	NA	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-319	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
SPT5_T0_R1_peak_252	V	396372	396659	+	100	NA	promoter-TSS (YER116C)	protein_coding-promoter-TSS (YER116C)	-254	YER117W	YER117W	YER117W			RPL23B			protein_coding
